157
GOT_RESPONSE -100
ALIAS_NOT_FOUND -99
RANGE_REQUEST_CANCELLED -98
FGREP_FOUND_STRING -97
FILE_COMPLETE -96
NEW_FILE -95
NO_VALUE_ENTERED -94
GOT_A_SAVEBUF -93
MARK_REQUEST_CANCELLED -92
NO_SPLIT_CREATED_AT_END_LINE -91
COULD_NOT_MERGE_FCBS -90
NO_SPLIT_CREATED_AT_START_LINE -89
DO_NOT_CLEAR_MESSAGE_WINDOW -88
GOT_A_DIGIT -87
NO_NUMBER -86
END_OF_FILE -85
FILE_COMPLETE_ENTER -84
NOT_COMPILEABLE_TOKEN -83
ERR_NO_ERR 0
ERR_NO_MEMORY 1
ERR_FILE_NOT_FOUND 2
ERR_READ 3
ERR_SWAP_FILE_OPEN 4
ERR_NO_SUCH_DRIVE 5
ERR_DIRECTORY_OP_FAILED 6
ERR_WIND_INVALID 7
ERR_WIND_NO_MORE_WINDOWS 8
ERR_WIND_NO_SUCH_LINE 9
ERR_NO_SUCH_LINE 10
ERR_NO_MORE_LINES 11
ERR_NO_SUCH_COLUMN 12
ERR_SWAP_FILE_READ 13
ERR_SWAP_FILE_WRITE 14
ERR_INVALID_COMMAND 15
ERR_REPEAT_STRING_TOO_LONG 16
ERR_ALREADY_IN_DOT_MODE 17
ERR_CANNOT_DELETE_CHAR 18
ERR_NO_MORE_UNDOS 19
ERR_FILE_EXISTS 20
ERR_FILE_OPEN 21
ERR_FILE_CLOSE 22
ERR_FILE_WRITE 23
ERR_NOT_THAT_MANY_WORDS 24
ERR_INVALID_LINE_RANGE 25
ERR_NO_FILE_SPECIFIED 26
ERR_INVALID_SET_COMMAND 27
ERR_INVALID_VALUE 28
ERR_CHAR_NOT_FOUND 29
ERR_FIND_END_OF_FILE 30
ERR_FIND_NOT_FOUND 31
ERR_NO_PREVIOUS_SEARCH_STRING 32
ERR_LINE_FULL 33
ERR_CANNOT_OPEN_LINENUM_WIND 34
ERR_INVALID_DELETE_CMD 35
ERR_INVALID_YANK_CMD 36
ERR_NO_CHAR_TO_REPLACE 37
ERR_NOTHING_TO_MATCH 38
ERR_MATCH_NOT_FOUND 39
ERR_FIND_TOP_OF_FILE 40
ERR_INVALID_SUBS_CMD 41
ERR_INVALID_MARK_RANGE 42
ERR_MARK_NOT_SET 43
ERR_MARK_NOW_INVALID 44
ERR_INVALID_KEY 45
ERR_INVALID_CHANGE_CMD 46
ERR_INVALID_SAVEBUF 47
ERR_EMPTY_SAVEBUF 48
ERR_WIND_NO_SUCH_COLUMN 49
ERR_RE_NULL_ARGUMENT 50
ERR_RE_TOO_MANY_ROUND_BRACKETS 51
ERR_RE_UNMATCHED_ROUND_BRACKETS 52
ERR_RE_MEMORY_CORRUPTION 53
ERR_RE_CORRUPTED_POINTER 54
ERR_RE_INTERNAL_FOULUP 55
ERR_RE_EMPTY_OPERAND 56
ERR_RE_NESTED_OPERAND 57
ERR_RE_INVALID_SB_RANGE 58
ERR_RE_UNMATCHED_SQUARE_BRACKET 59
ERR_RE_OPERAND_FOLLOWS_NOTHING 60
ERR_RE_TRAILING_SLASH 61
ERR_INVALID_FIND_CMD 62
ERR_FIND_PAST_TERM_LINE 63
ERR_SWAP_FILE_FULL 64
ERR_SRC_INVALID_ASSIGN 65
ERR_SRC_INVALID_IF 66
ERR_SRC_NO_ERROR_DATA 67
ERR_SRC_INVALID_GOTO 68
ERR_SRC_LABEL_NOT_FOUND 69
ERR_SCRIPT_ALREADY_RESIDENT 70
ERR_SRC_INVALID_LABEL 71
ERR_INVALID_ADDRESS 72
ERR_SRC_INVALID_OPEN 73
ERR_SRC_INVALID_READ 74
ERR_SRC_INVALID_WRITE 75
ERR_SRC_FILE_NOT_OPEN 76
ERR_SRC_INVALID_CLOSE 77
ERR_INPUT_KEYMAP_RUNNING 78
ERR_NO_EXTENDED_MEMORY 79
ERR_FILE_SEEK 80
ERR_RE_INVALID_CASETOGGLE 81
ERR_INVALID_DATA_FILE 82
ERR_NO_XMS_MEMORY 83
ERR_NO_WORD_TO_FIND 84
ERR_TAG_NOT_FOUND 85
ERR_READ_ONLY_FILE 86
ERR_INVALID_TAG_FOUND 87
ERR_NO_STRING 88
ERR_INVALID_CASE_CMD 89
ERR_INVALID_RANGE 90
ERR_INTERNAL_NULL_PTR 91
ERR_INVALID_SHIFT_CMD 92
ERR_SRC_INVALID_INPUT 93
ERR_INVALID_GLOBAL_CMD 94
ERR_NO_EMS_MEMORY 95
ERR_INVALID_UNDO 96
ERR_SRC_INVALID_EXPR 97
ERR_INVALID_MAP 98
ERR_TWO_MARKS_ON_LINE 99
ERR_READ_ONLY_FILE_MODIFIED 100
ERR_TTY_FILE 101
ERR_FILE_VIEW_ONLY 102
ERR_FILE_MODIFIED 103
ERR_NO_STACK 104
ERR_INVALID_ALIAS 105
ERR_TOO_MANY_MATCH_STRINGS 106
ERR_INVALID_MATCH 107
ERR_INVALID_SETCOLOR 108
ERR_INVALID_WINDOW_SETUP 109
ERR_NO_FILE_NAME 110
ERR_INVALID_ABBREV 111
ERR_NO_SUCH_ALIAS 112
ERR_NO_SUCH_ABBREV 113
ERR_INVALID_IN_EX_MODE 114
ERR_ONLY_VALID_IN_EX_MODE 115
ERR_SAVEBUF_TOO_BIG 116
ERR_INVALID_REDRAW 117
ERR_INVALID_HIDE_CMD 118
ERR_EXPECTING_COLON 119
ERR_INVALID_MENU 120
ERR_NO_SELECTION 121
ERR_OPEN_UNDO 122
ERR_NO_PREVIOUS_COMMAND 123
ERR_FILE_STACK_EMPTY 124
ERR_INVALID_FONT 125
ERR_INVALID_DDE 126
ERR_DDE_FAILED 127
ERR_SRC_INVALID_NEXTWORD 128
ERR_NO_REGION 129
ERR_INVALID_OP 130
ERR_CLIPBOARD 131
ERR_CLIPBOARD_EMPTY 132
ERR_NO_FILE 133
ERR_PROMPT_TOO_LONG 134
ERR_EXIT_ABORTED 135
ERR_INVALID_LOCATE 136
ERR_NO_MORE_REDOS 137
ERR_SAVE_CANCELED 138
